age,workclass,education,marital.status,occupation,race,sex,hours.per.week,income
27,Private,Some-college,Married,Craft-repair,White,Male,40,0
45,Private,HS-grad,Widowed,Craft-repair,White,Female,40,0
50,Private,Some-college,Married,Craft-repair,White,Male,40,1
43,Private,Some-college,Married,Craft-repair,Black,Male,40,0
39,Private,Prof-school,Divorced,Exec-managerial,White,Male,50,0
21,Private,Some-college,Never-married,Adm-clerical,White,Male,20,0
24,Private,HS-grad,Married,Handlers-cleaners,Black,Male,70,0
59,Self-emp-not-inc,Prof-school,Married,Farming-fishing,White,Male,30,0
36,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,1
35,Private,Masters,Married,Exec-managerial,Asian-Pac-Islander,Male,65,1
33,Private,Some-college,Divorced,Handlers-cleaners,White,Male,40,0
30,Private,HS-grad,Never-married,Craft-repair,Black,Female,45,0
40,Private,Assoc,Divorced,Craft-repair,White,Male,50,1
26,Self-emp-not-inc,Some-college,Married,Sales,White,Male,55,0
37,Federal-gov,Assoc,Separated,Adm-clerical,Black,Male,40,0
68,Self-emp-not-inc,Some-college,Divorced,Transport-moving,White,Female,20,0
45,Private,Bachelors,Married,Craft-repair,White,Male,72,1
56,Private,HS-grad,Married,Prof-specialty,White,Male,40,0
36,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
38,Private,Assoc,Married-civ-spouse,Sales,White,Male,40,0
29,Private,Bachelors,Married,Sales,White,Male,41,0
28,Private,HS-grad,Never-married,Other-service,White,Female,28,0
39,Federal-gov,Some-college,Married,Adm-clerical,White,Male,50,0
26,Local-gov,Bachelors,Never-married,Protective-serv,White,Male,40,0
52,Self-emp-inc,Some-college,Divorced,Exec-managerial,White,Male,65,1
52,Private,Bachelors,Divorced,Farming-fishing,White,Male,40,0
84,Private,HS-grad,Widowed,Other-service,White,Female,13,0
33,Federal-gov,Some-college,Never-married,Other-service,White,Female,10,0
30,Private,HS-grad,Never-married,Sales,White,Female,35,0
38,Private,Bachelors,Married,Prof-specialty,White,Male,40,1
66,Private,HS-grad,Widowed,Priv-house-serv,White,Female,8,0
62,Federal-gov,Masters,Married,Adm-clerical,White,Male,40,1
31,Private,Bachelors,Married,Craft-repair,White,Male,40,1
27,Private,Bachelors,Never-married,Tech-support,White,Female,40,0
38,Private,Some-college,Divorced,Adm-clerical,White,Female,40,0
25,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
48,Private,HS-grad,Married,Exec-managerial,White,Female,40,0
45,Local-gov,Masters,Married,Prof-specialty,White,Male,50,1
22,Private,Some-college,Never-married,Sales,White,Male,40,0
50,Private,HS-grad,Married,Craft-repair,White,Male,40,0
21,Private,HS-grad,Never-married,Farming-fishing,White,Male,40,0
44,Local-gov,Some-college,Divorced,Adm-clerical,White,Female,40,0
51,Private,HS-grad,Married,Machine-op-inspct,White,Male,48,0
30,Private,HS-grad,Married,Craft-repair,White,Male,40,0
46,Self-emp-not-inc,Assoc,Divorced,Craft-repair,White,Male,40,0
43,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,45,1
57,Private,HS-grad,Never-married,Other-service,Black,Male,48,0
33,Private,Some-college,Never-married,Other-service,White,Male,24,0
28,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,50,0
32,Private,Masters,Married,Prof-specialty,Asian-Pac-Islander,Male,40,0
56,Private,HS-grad,Divorced,Craft-repair,White,Male,42,0
36,Private,HS-grad,Married,Other-service,White,Male,50,0
34,Private,Some-college,Married,Exec-managerial,White,Male,55,0
25,Private,Bachelors,Never-married,Exec-managerial,White,Female,40,0
27,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,35,0
33,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,40,0
49,Self-emp-inc,Doctorate,Married,Prof-specialty,Black,Male,60,1
44,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,84,0
30,Self-emp-not-inc,11th,Never-married,Craft-repair,White,Male,45,1
27,Private,HS-grad,Divorced,Craft-repair,White,Male,50,0
25,Private,Bachelors,Never-married,Adm-clerical,White,Male,40,1
30,Self-emp-inc,Bachelors,Never-married,Exec-managerial,White,Male,40,0
38,Private,Assoc,Married-civ-spouse,Other-service,White,Male,40,0
38,Private,HS-grad,Married,Craft-repair,White,Male,40,0
46,Private,Some-college,Divorced,Sales,White,Female,40,0
37,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,20,0
62,Private,HS-grad,Married,Exec-managerial,White,Male,40,1
55,Self-emp-not-inc,HS-grad,Married,Other-service,White,Male,40,0
47,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,40,0
45,Private,HS-grad,Married,Prof-specialty,White,Female,14,0
50,Private,HS-grad,Married,Craft-repair,White,Male,40,0
36,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,0
45,Private,HS-grad,Never-married,Sales,White,Female,20,0
23,Private,HS-grad,Never-married,Transport-moving,White,Male,38,0
38,State-gov,Doctorate,Married,Prof-specialty,White,Male,55,1
27,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,40,0
29,Private,Bachelors,Married,Sales,White,Female,50,0
45,Local-gov,Masters,Never-married,Prof-specialty,White,Female,40,0
38,Self-emp-not-inc,Some-college,Never-married,Other-service,White,Female,20,0
27,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,0
44,Federal-gov,HS-grad,Divorced,Craft-repair,White,Male,40,0
33,Federal-gov,Masters,Married,Transport-moving,Black,Male,40,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,45,1
43,Private,Masters,Married,Prof-specialty,White,Male,55,0
45,Local-gov,HS-grad,Divorced,Other-service,Black,Female,40,0
24,Private,HS-grad,Never-married,Other-service,White,Male,35,0
47,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,40,1
31,Private,Bachelors,Married,Sales,White,Male,40,1
30,Private,Assoc,Never-married,Craft-repair,White,Male,40,0
56,Private,HS-grad,Married,Adm-clerical,White,Male,40,0
49,Federal-gov,Bachelors,Married,Prof-specialty,White,Male,40,1
38,Private,HS-grad,Married,Transport-moving,White,Male,40,0
19,Private,Some-college,Never-married,Adm-clerical,White,Male,18,0
39,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,0
38,Private,HS-grad,Married,Exec-managerial,White,Male,40,0
47,Private,HS-grad,Married,Transport-moving,White,Male,55,1
58,Private,11th,Married,Craft-repair,White,Male,40,0
59,Local-gov,Masters,Divorced,Prof-specialty,White,Male,40,1
24,Private,Bachelors,Never-married,Sales,White,Male,47,0
53,State-gov,Masters,Married,Exec-managerial,White,Male,60,1
35,Private,HS-grad,Married,Handlers-cleaners,White,Male,50,0
36,Local-gov,HS-grad,Married,Adm-clerical,Asian-Pac-Islander,Female,40,1
26,Private,HS-grad,Married,Craft-repair,White,Male,40,0
33,Private,9th,Separated,Adm-clerical,White,Male,48,0
29,Private,Some-college,Married,Prof-specialty,White,Male,40,0
43,Private,11th,Married,Handlers-cleaners,White,Male,40,0
48,Private,Bachelors,Married,Prof-specialty,Asian-Pac-Islander,Female,36,1
45,Local-gov,Masters,Divorced,Prof-specialty,White,Female,40,0
43,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,0
27,Private,9th,Never-married,Other-service,White,Male,30,0
21,Private,7th-8th,Never-married,Craft-repair,White,Male,40,0
41,Self-emp-inc,Bachelors,Widowed,Prof-specialty,White,Female,40,0
33,Local-gov,Assoc,Married-civ-spouse,Craft-repair,White,Male,50,0
37,Private,10th,Never-married,Craft-repair,White,Male,35,0
43,Federal-gov,Doctorate,Separated,Prof-specialty,Black,Female,24,1
20,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
47,Private,Prof-school,Married,Prof-specialty,White,Male,50,1
36,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,70,0
38,Private,Bachelors,Married,Craft-repair,Black,Male,40,0
47,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Black,Male,25,0
39,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,40,0
36,Private,HS-grad,Never-married,Other-service,Black,Male,35,0
24,Private,Some-college,Married,Adm-clerical,Black,Male,40,0
50,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,84,0
21,Private,9th,Never-married,Other-service,White,Female,50,0
40,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
19,Private,Some-college,Never-married,Adm-clerical,White,Female,25,0
38,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,0
34,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,50,0
44,Local-gov,Some-college,Divorced,Exec-managerial,White,Male,50,0
20,Private,Assoc,Never-married,Sales,White,Female,25,0
45,Self-emp-inc,Assoc,Married-civ-spouse,Prof-specialty,White,Male,50,1
24,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
34,Private,HS-grad,Divorced,Adm-clerical,White,Male,40,0
58,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,72,1
39,Private,HS-grad,Married,Craft-repair,White,Male,45,0
22,Private,HS-grad,Never-married,Other-service,White,Male,40,0
38,Private,Bachelors,Married,Prof-specialty,White,Female,32,1
45,State-gov,HS-grad,Divorced,Transport-moving,White,Male,48,0
23,Private,HS-grad,Married,Machine-op-inspct,Black,Male,45,0
35,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,45,0
52,Private,Some-college,Married,Craft-repair,White,Male,45,1
55,Private,Some-college,Divorced,Craft-repair,White,Male,40,0
23,Private,HS-grad,Never-married,Farming-fishing,White,Male,40,0
27,Private,HS-grad,Married,Adm-clerical,White,Male,40,0
24,Private,Assoc,Never-married,Adm-clerical,White,Female,15,0
21,Private,Some-college,Never-married,Craft-repair,White,Male,40,0
49,Private,Bachelors,Divorced,Sales,White,Female,35,0
32,Private,12th,Married,Machine-op-inspct,White,Male,40,0
64,Private,Some-college,Widowed,Other-service,White,Female,24,0
37,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,50,0
61,Private,7th-8th,Married,Machine-op-inspct,White,Male,40,0
44,Private,HS-grad,Married,Craft-repair,White,Female,40,1
53,Private,HS-grad,Married,Craft-repair,White,Male,52,1
43,Private,Masters,Never-married,Prof-specialty,White,Male,50,1
23,Private,Some-college,Never-married,Sales,White,Female,40,0
25,Private,Masters,Married,Machine-op-inspct,White,Male,40,0
29,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
51,Private,Bachelors,Divorced,Prof-specialty,White,Female,55,0
47,Private,1st-4th,Married,Farming-fishing,White,Male,12,0
20,Private,HS-grad,Never-married,Exec-managerial,White,Female,40,0
27,Private,10th,Married,Machine-op-inspct,White,Male,40,0
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
18,Private,HS-grad,Never-married,Other-service,White,Female,27,0
23,Private,7th-8th,Married,Transport-moving,White,Male,32,0
59,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,White,Male,60,0
46,Private,HS-grad,Never-married,Adm-clerical,White,Female,37,0
46,Local-gov,Masters,Married,Prof-specialty,Black,Male,38,1
36,Local-gov,11th,Never-married,Other-service,White,Female,23,0
44,Private,HS-grad,Married,Machine-op-inspct,White,Female,40,0
17,Private,11th,Never-married,Sales,White,Male,20,0
27,Private,Some-college,Never-married,Exec-managerial,White,Male,45,0
32,Private,Some-college,Married,Sales,White,Male,40,1
53,Private,HS-grad,Divorced,Other-service,Black,Male,40,0
22,Private,Some-college,Never-married,Prof-specialty,White,Male,98,0
30,Private,Assoc,Never-married,Prof-specialty,White,Female,40,0
68,Self-emp-not-inc,Some-college,Married,Sales,White,Male,40,1
39,Private,HS-grad,Married,Sales,White,Male,40,0
22,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,0
20,Private,HS-grad,Never-married,Sales,White,Female,35,0
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,38,0
30,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,75,0
25,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
23,State-gov,HS-grad,Never-married,Other-service,White,Female,21,0
40,State-gov,Bachelors,Married,Prof-specialty,White,Male,40,0
26,Federal-gov,HS-grad,Never-married,Adm-clerical,Asian-Pac-Islander,Male,40,0
57,Self-emp-not-inc,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,1
36,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,60,1
49,State-gov,Bachelors,Divorced,Prof-specialty,White,Male,40,0
58,Private,HS-grad,Married,Craft-repair,White,Male,40,1
32,Private,Some-college,Divorced,Exec-managerial,Black,Male,40,0
59,Private,HS-grad,Married,Adm-clerical,White,Male,45,1
42,State-gov,Bachelors,Never-married,Adm-clerical,White,Female,40,0
37,Private,Bachelors,Married,Exec-managerial,Asian-Pac-Islander,Male,40,0
47,Private,HS-grad,Married,Transport-moving,White,Male,40,0
56,Private,Bachelors,Married,Prof-specialty,White,Male,45,1
30,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
42,Private,HS-grad,Widowed,Exec-managerial,Black,Female,35,0
21,Private,HS-grad,Never-married,Other-service,White,Male,40,0
21,Private,HS-grad,Married,Machine-op-inspct,White,Female,40,0
47,Private,HS-grad,Married,Tech-support,White,Female,40,0
22,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,White,Male,20,0
41,Private,11th,Never-married,Handlers-cleaners,Black,Female,40,0
43,Federal-gov,Bachelors,Married,Handlers-cleaners,White,Male,53,0
60,Private,Some-college,Married,Sales,White,Male,55,0
73,Private,7th-8th,Married,Sales,White,Male,30,1
90,Private,Bachelors,Married,Exec-managerial,White,Female,40,1
62,Federal-gov,HS-grad,Married,Adm-clerical,White,Male,38,0
28,Private,HS-grad,Married,Craft-repair,White,Male,40,0
45,Private,Some-college,Married,Craft-repair,White,Male,40,0
19,Private,HS-grad,Never-married,Sales,White,Male,45,0
30,Private,HS-grad,Never-married,Craft-repair,White,Male,35,0
19,Private,12th,Never-married,Handlers-cleaners,Black,Female,52,0
22,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Male,10,0
19,Private,HS-grad,Never-married,Adm-clerical,White,Female,28,0
26,Local-gov,HS-grad,Never-married,Other-service,Black,Female,25,0
62,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,35,0
61,Private,10th,Married,Sales,White,Male,40,0
22,Local-gov,HS-grad,Never-married,Other-service,White,Female,53,0
56,Private,Masters,Married,Prof-specialty,White,Male,40,1
32,Private,Some-college,Married,Prof-specialty,White,Male,40,0
26,Private,HS-grad,Divorced,Craft-repair,White,Male,40,0
25,Self-emp-not-inc,Assoc,Married-civ-spouse,Adm-clerical,White,Female,35,1
23,Private,Some-college,Never-married,Adm-clerical,White,Female,25,0
23,Private,Some-college,Married,Tech-support,White,Male,40,0
54,Private,Some-college,Married,Adm-clerical,White,Male,40,0
28,Private,Some-college,Never-married,Exec-managerial,White,Female,35,0
35,Private,Bachelors,Married,Sales,White,Male,40,1
30,Private,Some-college,Married,Prof-specialty,White,Male,25,1
23,Private,12th,Married,Craft-repair,White,Male,40,0
42,Private,Some-college,Married,Tech-support,White,Male,50,1
72,Private,10th,Widowed,Adm-clerical,White,Female,20,0
21,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
37,Private,Bachelors,Never-married,Craft-repair,White,Male,40,0
54,Private,HS-grad,Divorced,Other-service,White,Female,40,0
32,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,0
65,Private,Some-college,Widowed,Adm-clerical,White,Female,15,0
65,Private,10th,Widowed,Sales,White,Female,20,0
33,Self-emp-not-inc,HS-grad,Never-married,Other-service,White,Female,35,0
27,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
34,State-gov,HS-grad,Never-married,Other-service,Black,Male,42,0
53,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,70,0
23,Private,10th,Married,Craft-repair,White,Male,40,0
43,State-gov,Doctorate,Separated,Prof-specialty,White,Female,40,1
26,Private,HS-grad,Married,Handlers-cleaners,White,Male,50,0
60,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
33,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Female,30,0
29,Local-gov,Some-college,Married,Transport-moving,White,Male,40,0
54,State-gov,Doctorate,Never-married,Exec-managerial,White,Female,50,1
41,Private,7th-8th,Married,Farming-fishing,White,Male,36,0
63,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,White,Male,50,0
31,Private,HS-grad,Married,Adm-clerical,White,Female,27,0
23,Private,Bachelors,Never-married,Sales,Black,Female,25,0
41,Private,Prof-school,Married,Prof-specialty,White,Male,45,1
51,Private,HS-grad,Married,Transport-moving,White,Male,40,1
59,Private,Some-college,Married,Craft-repair,White,Male,40,1
23,Private,Some-college,Never-married,Prof-specialty,White,Female,45,0
24,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Black,Male,45,0
67,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,White,Female,20,0
47,Local-gov,Bachelors,Married,Prof-specialty,White,Male,40,1
21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
38,Private,7th-8th,Married,Farming-fishing,White,Male,40,0
55,Private,Bachelors,Divorced,Prof-specialty,White,Female,40,0
24,Private,HS-grad,Separated,Other-service,White,Female,50,1
24,Private,HS-grad,Married,Protective-serv,Asian-Pac-Islander,Male,40,0
19,Private,HS-grad,Never-married,Other-service,White,Male,24,0
32,Private,HS-grad,Married,Craft-repair,White,Male,50,0
63,Self-emp-not-inc,Some-college,Married,Exec-managerial,White,Male,60,1
18,Private,Some-college,Never-married,Sales,White,Female,30,0
36,Private,Some-college,Married,Transport-moving,White,Male,45,0
57,Private,Some-college,Never-married,Protective-serv,White,Male,40,0
48,Private,HS-grad,Married,Craft-repair,White,Male,40,0
25,Private,Some-college,Never-married,Exec-managerial,Asian-Pac-Islander,Male,40,0
48,Private,12th,Married,Exec-managerial,White,Male,50,0
20,Private,Some-college,Never-married,Sales,White,Female,8,0
74,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,55,0
44,Private,HS-grad,Never-married,Exec-managerial,White,Female,40,0
26,Private,Some-college,Married,Machine-op-inspct,White,Female,40,0
54,Local-gov,HS-grad,Married,Farming-fishing,White,Male,40,0
39,Private,HS-grad,Married,Handlers-cleaners,White,Male,48,1
18,Private,10th,Never-married,Other-service,White,Female,40,0
24,Private,Some-college,Never-married,Other-service,White,Male,40,0
19,Self-emp-not-inc,9th,Never-married,Prof-specialty,White,Male,35,0
28,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
28,Private,HS-grad,Separated,Handlers-cleaners,Other,Male,30,0
