age,workclass,education,marital.status,hours.per.week,sex,race,income
29,Private,Bachelors,Never-married,40,Male,Black,0
21,Private,Some-college,Never-married,55,Male,White,0
51,Private,Assoc,Married,40,Male,White,1
29,Private,Masters,Never-married,52,Male,White,0
23,Private,Some-college,Never-married,40,Male,White,1
52,Private,HS-grad,Divorced,50,Male,White,0
55,Local-gov,Bachelors,Married,40,Female,White,1
58,Local-gov,Masters,Married,29,Male,White,1
53,Private,12th,Never-married,30,Male,Black,0
21,Private,Some-college,Never-married,30,Female,Black,0
21,Private,HS-grad,Never-married,40,Female,Black,0
45,State-gov,HS-grad,Divorced,40,Female,Black,1
48,Self-emp-inc,Bachelors,Married,20,Male,White,0
47,Local-gov,Bachelors,Married,40,Female,White,0
17,Private,11th,Never-married,15,Female,White,0
71,Private,HS-grad,Married,40,Male,White,0
62,Private,10th,Married,40,Male,White,1
32,Private,Some-college,Never-married,40,Male,White,0
28,Private,Some-college,Never-married,40,Female,White,0
28,Federal-gov,Bachelors,Never-married,53,Female,Black,0
25,Private,7th-8th,Never-married,12,Male,Black,0
39,Self-emp-not-inc,Bachelors,Married,25,Female,White,1
42,Private,Bachelors,Married,42,Male,White,1
54,Private,Some-college,Never-married,40,Female,White,0
38,Private,Bachelors,Married,40,Female,White,0
41,Private,Some-college,Married,55,Male,White,1
34,Private,Assoc,Married,40,Female,White,0
27,Private,Some-college,Never-married,40,Male,Black,0
31,Private,Some-college,Divorced,25,Female,White,0
46,Private,Assoc,Married,40,Female,White,0
58,Local-gov,Assoc,Married,40,Male,White,1
37,Private,Assoc,Married,45,Male,White,1
35,Private,Assoc,Married,16,Female,White,0
67,Private,Bachelors,Divorced,32,Female,White,0
47,Private,Some-college,Married,40,Male,White,1
44,Private,Some-college,Married,6,Female,White,0
22,Private,Some-college,Never-married,35,Female,White,0
34,Private,Assoc,Married,36,Female,Black,1
29,Private,HS-grad,Married,40,Male,Black,0
48,Federal-gov,Bachelors,Married,40,Female,White,1
48,Federal-gov,Assoc,Married,40,Male,White,1
26,Private,Some-college,Never-married,40,Female,White,0
42,Self-emp-not-inc,5th-6th,Married,40,Male,Other,0
59,Private,Assoc,Married,40,Male,White,1
26,Private,Some-college,Never-married,24,Female,White,0
75,Private,9th,Divorced,20,Male,Black,0
62,Private,HS-grad,Married,40,Female,White,1
49,Private,HS-grad,Married,40,Female,White,0
50,Private,Assoc,Married,40,Male,White,1
42,Private,Bachelors,Married,45,Female,White,0
45,Private,HS-grad,Married,40,Male,White,0
41,Self-emp-not-inc,Some-college,Married,60,Male,White,0
30,Private,Bachelors,Married,40,Female,White,0
59,Private,Assoc,Never-married,15,Male,Black,0
64,Local-gov,Some-college,Married,39,Male,White,1
19,Private,HS-grad,Never-married,40,Male,White,0
37,Private,Bachelors,Married,50,Male,White,1
42,State-gov,Bachelors,Married,50,Male,White,1
45,Private,HS-grad,Married,40,Female,White,1
65,State-gov,Masters,Married,16,Male,White,1
65,Private,Some-college,Married,45,Female,White,1
67,Private,Bachelors,Married,20,Male,White,1
57,Self-emp-not-inc,HS-grad,Married,35,Male,White,0
56,Self-emp-not-inc,Assoc,Married,30,Female,White,0
46,State-gov,Some-college,Married,25,Female,White,0
53,State-gov,Bachelors,Married,40,Male,White,1
46,Private,Some-college,Separated,35,Female,Black,0
60,Private,Some-college,Married,40,Female,White,0
60,Private,HS-grad,Married,50,Male,White,0
43,Federal-gov,Masters,Married,40,Male,White,1
40,Local-gov,Masters,Married,40,Female,White,1
61,Private,Prof-school,Married,40,Male,White,1
27,Private,Some-college,Separated,30,Female,White,0
32,Private,Bachelors,Never-married,40,Male,White,0
36,Self-emp-inc,Masters,Married,50,Male,White,1
52,Private,Some-college,Separated,40,Female,Black,0
33,Private,Masters,Married,36,Female,White,1
36,Private,Some-college,Married,40,Male,White,1
57,Private,HS-grad,Married,44,Male,White,1
27,Private,HS-grad,Never-married,40,Male,White,0
25,Private,HS-grad,Never-married,30,Male,White,0
41,Private,Masters,Never-married,40,Female,Black,0
58,Private,Masters,Married,40,Male,White,1
54,Private,Some-college,Married,25,Female,White,0
19,Private,Some-college,Never-married,45,Male,White,0
55,Private,12th,Married,20,Female,White,0
52,Private,9th,Married,70,Male,White,0
29,Self-emp-inc,7th-8th,Never-married,20,Male,Black,0
41,Private,HS-grad,Married,45,Male,White,1
68,Private,Bachelors,Married,55,Male,White,1
71,Private,HS-grad,Widowed,24,Male,White,1
21,Private,Some-college,Never-married,40,Male,White,0
60,Self-emp-not-inc,10th,Married,55,Male,White,0
46,Private,12th,Married,40,Female,White,0
52,Private,Some-college,Married,20,Male,White,0
46,Private,Bachelors,Married,55,Male,White,1
44,Private,Bachelors,Married,40,Female,White,1
42,State-gov,Some-college,Divorced,42,Male,Black,0
19,Private,HS-grad,Never-married,40,Female,White,0
18,Private,HS-grad,Never-married,40,Female,White,0
62,Private,Assoc,Married,24,Male,White,1
62,State-gov,HS-grad,Married,35,Female,White,0
33,Private,Some-college,Never-married,35,Male,White,0
66,Local-gov,HS-grad,Married,40,Male,White,0
36,Private,HS-grad,Married,66,Male,White,1
19,Private,HS-grad,Never-married,38,Male,White,0
49,Local-gov,Some-college,Married,40,Male,White,1
52,Private,Bachelors,Married,40,Male,White,1
36,Private,7th-8th,Separated,24,Female,Other,0
46,Private,Assoc,Married,40,Female,White,0
57,State-gov,Some-college,Married,50,Male,Other,1
32,Private,Assoc,Never-married,40,Male,White,0
46,Self-emp-inc,Bachelors,Married,25,Female,White,0
47,Private,Bachelors,Married,40,Male,White,0
24,Private,Bachelors,Never-married,40,Female,White,1
26,State-gov,HS-grad,Never-married,40,Male,Black,0
56,Self-emp-inc,Prof-school,Married,50,Male,White,1
60,Private,Assoc,Married,40,Male,White,1
52,Private,Some-college,Never-married,40,Female,Black,0
23,Private,HS-grad,Never-married,40,Male,Black,0
59,Private,HS-grad,Divorced,40,Male,Black,0
51,Self-emp-inc,Prof-school,Married,36,Male,White,1
38,Private,Assoc,Never-married,36,Female,Black,0
73,Self-emp-inc,Some-college,Married,32,Female,White,1
53,Self-emp-not-inc,Masters,Married,40,Female,Other,1
52,Local-gov,Bachelors,Married,40,Male,White,1
24,Private,Bachelors,Never-married,26,Male,White,0
51,Private,Bachelors,Divorced,40,Male,White,0
30,Private,Assoc,Married,45,Male,Other,0
32,Private,Some-college,Married,40,Female,Other,0
27,Private,Bachelors,Never-married,40,Male,White,0
62,Private,HS-grad,Married,40,Male,White,0
60,Private,Masters,Married,55,Female,White,0
33,Private,Doctorate,Married,35,Male,Other,0
30,Private,Assoc,Married,38,Female,Other,0
39,Self-emp-not-inc,10th,Married,30,Male,White,0
59,Private,HS-grad,Divorced,40,Male,White,0
52,State-gov,Assoc,Never-married,40,Female,Black,0
25,Without-pay,HS-grad,Never-married,12,Male,Black,0
60,Private,Some-college,Married,40,Female,White,1
43,Private,Bachelors,Married,40,Male,White,1
29,Private,12th,Never-married,40,Male,White,0
70,Private,Masters,Married,8,Female,White,0
55,Private,Masters,Married,40,Male,White,1
55,Self-emp-not-inc,Bachelors,Married,50,Female,White,0
25,Private,Some-college,Never-married,24,Male,White,0
55,Self-emp-not-inc,HS-grad,Divorced,5,Male,White,0
37,Private,Some-college,Married,40,Female,White,0
42,Local-gov,HS-grad,Married,40,Male,White,0
18,Private,11th,Never-married,9,Female,White,0
61,Federal-gov,Masters,Divorced,41,Male,Black,1
48,Private,Some-college,Divorced,40,Female,Black,0
50,Private,Masters,Married,40,Female,White,0
26,Local-gov,Bachelors,Never-married,40,Male,Other,0
20,Local-gov,HS-grad,Never-married,40,Male,Other,0
24,Local-gov,Bachelors,Married,40,Female,White,0
40,State-gov,1st-4th,Married,30,Male,Other,0
37,Local-gov,HS-grad,Married,12,Female,White,0
50,Private,12th,Married,40,Female,Black,0
42,Private,Some-college,Never-married,85,Female,Black,1
53,Private,HS-grad,Married,40,Male,White,0
26,Private,Bachelors,Married,40,Male,Black,0
24,Private,Bachelors,Married,40,Female,Black,0
45,Private,Bachelors,Married,40,Female,Black,1
27,Private,HS-grad,Never-married,40,Female,Black,0
49,Local-gov,Some-college,Divorced,40,Female,White,0
54,Self-emp-not-inc,HS-grad,Divorced,30,Male,White,0
31,Private,11th,Never-married,40,Male,White,0
48,Private,Some-college,Married,50,Male,White,1
50,Private,12th,Married,40,Female,White,0
45,Federal-gov,Masters,Married,42,Male,Black,1
50,Private,Some-college,Married,70,Male,White,1
38,Local-gov,12th,Never-married,35,Male,Other,0
49,Private,HS-grad,Married,40,Male,White,1
38,Private,Assoc,Never-married,39,Male,Black,0
18,Private,HS-grad,Married,8,Female,Black,0
38,Private,11th,Never-married,40,Female,Black,0
36,Private,7th-8th,Married,40,Male,Other,0
53,State-gov,Some-college,Divorced,40,Female,Black,0
51,State-gov,Masters,Never-married,40,Female,Black,0
26,Private,11th,Never-married,23,Male,Black,0
64,Private,Some-college,Married,40,Male,White,0
20,Private,Some-college,Never-married,20,Female,Black,0
27,Private,Assoc,Married,40,Female,White,0
26,Private,Some-college,Married,40,Male,White,0
58,Private,10th,Married,50,Male,White,0
58,Private,Some-college,Married,40,Female,White,0
58,Private,Prof-school,Married,60,Male,White,1
25,Private,Some-college,Never-married,20,Male,White,0
23,Private,Bachelors,Married,13,Female,White,0
40,Self-emp-inc,Assoc,Married,40,Male,White,0
30,Private,Bachelors,Married,40,Female,White,0
62,Private,Assoc,Married,48,Female,White,1
23,Private,HS-grad,Never-married,60,Male,White,1
40,Federal-gov,Bachelors,Married,40,Female,White,1
39,Private,Some-college,Married,45,Male,White,1
28,Private,HS-grad,Never-married,48,Male,White,0
22,Private,Assoc,Never-married,55,Male,White,0
22,Private,11th,Never-married,40,Female,Black,0
55,Private,Assoc,Married,60,Male,White,1
57,Private,Bachelors,Married,40,Female,White,1
60,Private,Some-college,Married,50,Male,White,1
60,Private,Masters,Widowed,40,Female,White,0
31,Private,HS-grad,Divorced,70,Male,White,1
47,Private,Bachelors,Married,40,Female,White,1
51,Local-gov,HS-grad,Married,40,Male,White,0
63,Self-emp-not-inc,Masters,Married,40,Male,White,0
52,Private,Bachelors,Married,30,Female,White,0
26,Federal-gov,Some-college,Never-married,33,Female,Black,0
29,Private,Assoc,Never-married,20,Female,Black,0
56,Self-emp-not-inc,Some-college,Married,45,Female,White,0
57,Self-emp-not-inc,HS-grad,Married,45,Male,White,0
30,Private,Masters,Never-married,40,Male,White,1
59,Private,Assoc,Married,36,Female,White,1
45,State-gov,Masters,Married,40,Female,White,0
46,Local-gov,Bachelors,Married,40,Male,White,0
26,Private,Bachelors,Never-married,40,Female,White,0
48,Private,HS-grad,Never-married,40,Male,White,1
61,Private,HS-grad,Never-married,40,Male,White,0
29,Private,Some-college,Married,40,Female,White,0
28,Private,Some-college,Married,96,Male,White,1
41,Private,Some-college,Married,55,Female,White,1
48,Private,Assoc,Married,50,Male,White,0
38,Private,Some-college,Separated,35,Female,White,0
19,Private,Some-college,Never-married,20,Female,White,0
74,Self-emp-not-inc,Masters,Married,50,Male,White,1
43,Self-emp-not-inc,Bachelors,Never-married,50,Male,White,0
48,Private,7th-8th,Never-married,40,Male,White,1
54,Self-emp-not-inc,Some-college,Married,52,Male,White,1
20,Private,HS-grad,Never-married,40,Male,White,0
29,Private,HS-grad,Married,30,Female,White,0
34,Private,Bachelors,Married,60,Male,White,1
68,Private,Some-college,Married,40,Female,White,1
85,Private,Doctorate,Married,40,Male,White,1
72,Private,Some-college,Divorced,22,Female,White,0
52,Private,Bachelors,Divorced,46,Female,White,1
30,Private,Some-college,Divorced,26,Female,White,0
26,Private,HS-grad,Never-married,40,Male,White,0
59,Private,Some-college,Divorced,35,Female,White,0
18,Private,11th,Never-married,10,Male,White,0
30,State-gov,Doctorate,Married,40,Male,White,0
30,State-gov,Masters,Married,40,Female,White,0
50,Private,Bachelors,Married,40,Male,White,1
48,Private,Some-college,Married,40,Female,Amer-Indian-Eskimo,0
39,Private,Masters,Married,64,Female,Amer-Indian-Eskimo,1
56,Private,Some-college,Married,32,Female,White,0
60,Private,HS-grad,Separated,47,Male,Black,0
42,Private,Some-college,Never-married,40,Male,Black,0
34,Private,Assoc,Married,26,Female,Black,0
66,Private,9th,Never-married,36,Female,Black,0
69,Private,HS-grad,Widowed,50,Male,White,1
77,Self-emp-inc,Prof-school,Divorced,50,Female,White,1
58,Private,12th,Married,50,Male,Black,1
64,Private,HS-grad,Married,40,Male,Black,1
28,Private,HS-grad,Married,40,Male,White,0
60,Self-emp-not-inc,HS-grad,Married,40,Female,White,0
63,Self-emp-inc,HS-grad,Married,60,Male,White,1
60,State-gov,Some-college,Married,40,Female,White,0
37,Private,Some-college,Divorced,45,Female,White,0
30,Private,Masters,Never-married,40,Female,Black,0
29,Local-gov,Some-college,Divorced,55,Female,White,1
28,Private,Bachelors,Never-married,48,Female,White,0
30,Private,Bachelors,Never-married,40,Female,White,1
55,Private,Bachelors,Divorced,40,Female,Black,1
60,Federal-gov,Assoc,Married,40,Male,White,1
52,State-gov,Bachelors,Married,40,Female,White,0
35,Private,Assoc,Never-married,40,Female,White,0
32,Private,Some-college,Never-married,20,Male,White,0
28,Federal-gov,Some-college,Divorced,50,Male,White,1
20,Federal-gov,HS-grad,Never-married,38,Female,White,0
51,Self-emp-not-inc,HS-grad,Divorced,45,Female,Black,0
61,Private,Prof-school,Married,2,Female,White,1
53,State-gov,Bachelors,Married,30,Female,White,0
54,Self-emp-inc,HS-grad,Married,60,Male,White,1
24,Private,Assoc,Never-married,40,Male,White,0
28,Private,Some-college,Married,40,Male,White,0
30,Private,Some-college,Married,40,Female,White,0
30,Private,Assoc,Never-married,53,Male,White,1
25,Private,HS-grad,Never-married,40,Male,Black,0
23,Private,Assoc,Never-married,40,Female,Black,0
58,Federal-gov,Bachelors,Married,40,Male,White,1
55,Private,Assoc,Married,30,Female,White,0
58,Private,HS-grad,Divorced,13,Male,White,0
44,Private,Bachelors,Never-married,45,Female,White,0
35,Private,Some-college,Married,45,Male,White,1
41,Self-emp-not-inc,Bachelors,Married,35,Female,White,0
50,Private,HS-grad,Married,70,Male,White,0
54,Private,HS-grad,Married,40,Female,White,0
40,Self-emp-not-inc,Bachelors,Married,5,Female,White,0
44,Private,Some-college,Married,80,Male,White,1
31,Private,Bachelors,Never-married,40,Female,Amer-Indian-Eskimo,0
46,Private,Assoc,Never-married,40,Male,White,1
69,Private,HS-grad,Widowed,4,Female,Black,0
56,Private,HS-grad,Separated,20,Female,Black,0
31,Private,Some-college,Married,40,Male,White,0
33,Self-emp-inc,HS-grad,Married,40,Male,White,0
32,Private,Some-college,Married,35,Female,White,0
28,Private,9th,Never-married,30,Female,White,0
39,Private,HS-grad,Married,40,Male,White,1
50,State-gov,Some-college,Divorced,13,Male,White,1
46,Self-emp-not-inc,Assoc,Married,35,Female,White,0
50,Private,11th,Married,40,Male,White,0
49,Private,HS-grad,Married,40,Female,Black,0
48,Private,Masters,Married,40,Male,Black,0
22,Private,HS-grad,Never-married,40,Female,Black,0
17,Private,10th,Never-married,4,Male,Black,0
35,Private,Bachelors,Married,40,Male,White,1
34,Self-emp-inc,Masters,Married,35,Female,White,1
29,Private,Bachelors,Married,40,Male,White,0
25,Private,Bachelors,Married,40,Female,White,1
51,Private,Masters,Married,45,Male,White,0
51,Private,Assoc,Married,45,Female,White,1
62,Private,Assoc,Divorced,30,Female,White,0
38,Private,Some-college,Never-married,35,Female,White,0
51,Private,Some-college,Divorced,30,Male,White,0
44,Local-gov,HS-grad,Never-married,40,Female,Black,0
19,Private,Some-college,Never-married,12,Male,Black,0
47,Private,Assoc,Married,40,Male,White,0
19,Self-emp-inc,Assoc,Never-married,8,Male,White,0
67,Self-emp-not-inc,Assoc,Married,25,Male,White,0
56,Private,Bachelors,Married,24,Female,White,0
40,Private,Some-college,Never-married,50,Female,White,0
22,Private,HS-grad,Never-married,25,Male,Other,0
31,Private,Assoc,Divorced,40,Female,White,0
51,Private,HS-grad,Married,40,Male,White,0
21,Private,Some-college,Never-married,26,Female,White,0
42,Private,Assoc,Widowed,30,Female,White,0
20,Private,Some-college,Never-married,65,Male,Black,1
50,Private,Masters,Separated,24,Male,White,0
34,Local-gov,Bachelors,Never-married,46,Female,White,0
47,Private,HS-grad,Married,40,Male,White,0
36,Federal-gov,Masters,Married,45,Male,White,1
48,State-gov,Doctorate,Married,45,Male,White,1
45,Private,Bachelors,Married,40,Male,White,1
47,Private,Assoc,Married,36,Female,White,1
20,Private,Some-college,Never-married,40,Male,White,0
17,Private,11th,Never-married,20,Female,White,0
23,Private,Assoc,Married,40,Female,White,0
32,Private,Some-college,Married,40,Male,White,0
46,Private,Masters,Divorced,40,Female,Black,1
25,Private,HS-grad,Married,40,Male,White,0
29,Private,Some-college,Married,40,Female,White,0
17,Private,11th,Never-married,14,Male,White,0
24,Private,HS-grad,Married,55,Male,White,0
55,Local-gov,Some-college,Divorced,16,Female,White,0
17,Private,11th,Never-married,6,Female,White,0
80,Private,Some-college,Divorced,30,Male,White,0
55,State-gov,Assoc,Married,45,Male,White,1
22,State-gov,HS-grad,Never-married,38,Male,White,0
49,Private,Assoc,Married,35,Female,White,0
52,Private,Assoc,Married,55,Male,White,1
20,Private,Assoc,Never-married,20,Female,White,0
64,State-gov,HS-grad,Married,40,Male,White,0
62,Private,HS-grad,Married,40,Female,White,1
39,Private,Bachelors,Married,40,Female,White,0
43,Local-gov,Bachelors,Married,48,Male,White,1
46,State-gov,Masters,Married,45,Female,White,0
55,Self-emp-not-inc,HS-grad,Married,50,Male,White,1
59,Private,Bachelors,Married,37,Female,White,1
56,Private,Assoc,Married,40,Male,White,0
54,Self-emp-inc,Masters,Married,60,Male,White,1
45,Private,Some-college,Never-married,38,Female,Black,0
33,Private,Bachelors,Never-married,40,Female,Black,0
31,Private,Bachelors,Divorced,45,Male,White,0
55,Private,Masters,Married,25,Male,White,0
55,Private,Bachelors,Married,44,Female,White,1
18,Private,11th,Never-married,19,Male,White,0
64,Local-gov,Bachelors,Married,3,Female,White,0
65,Private,Bachelors,Married,40,Male,White,1
55,Self-emp-not-inc,HS-grad,Never-married,25,Male,Black,0
35,State-gov,Masters,Never-married,40,Female,White,1
37,Private,Bachelors,Married,40,Female,Black,0
72,Private,10th,Never-married,16,Female,White,0
