age,workclass,education,marital.status,race,sex,hours.per.week,income
56,Private,Some-college,Married,Black,Male,50,1
51,Private,HS-grad,Divorced,Black,Male,32,0
36,Self-emp-not-inc,10th,Married,White,Male,60,0
28,Private,HS-grad,Married,White,Male,40,0
33,Self-emp-not-inc,Some-college,Never-married,White,Male,65,0
39,Private,HS-grad,Never-married,White,Female,40,0
56,Private,Bachelors,Married,White,Male,40,1
27,Private,Bachelors,Married,White,Male,40,1
17,Private,11th,Never-married,White,Female,40,0
28,Private,9th,Divorced,Black,Female,40,0
42,Private,Masters,Divorced,White,Female,25,0
39,Private,Some-college,Separated,Black,Female,40,0
21,Private,Some-college,Never-married,White,Male,10,0
36,Private,Some-college,Never-married,Asian-Pac-Islander,Female,40,0
56,Private,10th,Widowed,Black,Female,40,0
49,Private,5th-6th,Married,White,Male,40,0
47,Self-emp-inc,Some-college,Married,White,Male,80,0
44,Private,Some-college,Separated,White,Female,40,0
40,Private,1st-4th,Never-married,White,Male,45,0
62,Private,12th,Married,White,Male,48,0
25,Private,HS-grad,Never-married,Black,Female,40,0
63,Self-emp-inc,Masters,Divorced,White,Male,70,1
51,Private,Doctorate,Married,Asian-Pac-Islander,Male,99,0
25,Private,HS-grad,Never-married,Asian-Pac-Islander,Female,40,0
27,Private,HS-grad,Never-married,White,Female,40,0
48,Federal-gov,Some-college,Never-married,White,Male,30,0
32,Private,HS-grad,Married,White,Male,40,0
36,Private,Some-college,Married,White,Male,45,0
30,Self-emp-not-inc,HS-grad,Divorced,White,Male,40,0
45,State-gov,Masters,Divorced,White,Female,40,0
27,Private,HS-grad,Married,White,Male,50,0
41,Private,Bachelors,Divorced,White,Male,37,0
61,Private,HS-grad,Married,Black,Male,40,0
70,Self-emp-inc,Bachelors,Divorced,White,Female,55,0
55,Private,11th,Never-married,Black,Female,40,0
35,Private,Bachelors,Never-married,White,Female,45,0
36,Private,Assoc,Married-civ-spouse,White,Male,38,0
29,Private,Some-college,Never-married,White,Male,60,0
30,Private,Bachelors,Married,White,Female,40,0
18,Private,HS-grad,Never-married,White,Male,20,0
28,Private,HS-grad,Married,Black,Male,40,0
27,Private,Bachelors,Married,White,Male,45,0
38,Private,HS-grad,Never-married,White,Male,40,0
33,Private,HS-grad,Married,White,Male,40,0
25,Private,HS-grad,Married,White,Male,40,1
38,Private,11th,Never-married,Black,Female,40,0
23,Private,Some-college,Never-married,White,Male,45,0
40,Private,Assoc,Divorced,White,Male,40,0
20,Private,Some-college,Never-married,White,Female,20,0
41,Private,HS-grad,Married,White,Male,48,0
44,Private,Some-college,Separated,White,Female,38,0
49,Self-emp-inc,Bachelors,Married,White,Male,40,1
22,Private,Assoc,Never-married,Black,Female,40,0
26,Private,Some-college,Never-married,White,Female,40,0
47,Private,Assoc,Married-civ-spouse,White,Male,40,0
48,Private,HS-grad,Widowed,White,Female,25,0
28,Self-emp-inc,HS-grad,Never-married,White,Male,40,0
44,Private,Bachelors,Married,White,Male,40,0
36,Private,Masters,Never-married,White,Male,15,0
77,Private,7th-8th,Married,Other,Male,30,0
21,Private,HS-grad,Never-married,White,Male,35,0
24,Private,Bachelors,Never-married,Asian-Pac-Islander,Female,40,0
30,Private,Assoc,Never-married,White,Female,40,0
51,Local-gov,Assoc,Divorced,White,Female,50,0
22,Private,Some-college,Divorced,Asian-Pac-Islander,Female,30,0
23,Private,Some-college,Never-married,Asian-Pac-Islander,Male,25,0
17,Private,12th,Never-married,White,Male,20,0
48,Private,Bachelors,Never-married,White,Male,50,1
43,Private,Some-college,Married,White,Male,40,1
34,Private,12th,Married,White,Male,40,0
19,Private,HS-grad,Never-married,White,Female,35,0
42,State-gov,Some-college,Never-married,White,Female,40,0
23,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,40,0
61,Self-emp-not-inc,Prof-school,Married,White,Male,50,1
63,Private,11th,Married,White,Male,30,0
65,Private,HS-grad,Widowed,White,Female,40,0
41,Local-gov,Assoc,Married-civ-spouse,White,Male,40,1
21,Private,HS-grad,Divorced,White,Female,40,0
48,Local-gov,Bachelors,Never-married,White,Female,35,0
43,Private,Bachelors,Married,White,Male,55,0
56,Self-emp-not-inc,Some-college,Married,White,Male,60,0
47,Private,HS-grad,Divorced,White,Female,40,0
26,Private,Bachelors,Never-married,White,Male,24,0
39,Private,Some-college,Married,White,Female,24,0
45,Self-emp-not-inc,Some-college,Never-married,White,Male,75,0
49,Private,HS-grad,Divorced,White,Male,40,0
23,Private,HS-grad,Never-married,White,Male,30,0
69,Private,HS-grad,Married,White,Male,36,0
41,Federal-gov,Masters,Married,White,Male,60,1
40,Self-emp-not-inc,HS-grad,Separated,White,Male,40,0
25,Private,HS-grad,Never-married,White,Male,40,0
52,Private,HS-grad,Never-married,White,Male,40,0
50,Federal-gov,Assoc,Married-civ-spouse,White,Male,40,1
21,Private,Assoc,Never-married,White,Female,30,0
48,Private,Some-college,Married,White,Male,40,1
27,Private,Prof-school,Married,White,Male,42,1
63,Private,HS-grad,Married,White,Male,30,0
47,State-gov,Doctorate,Married,White,Male,40,1
58,Private,HS-grad,Divorced,White,Female,40,0
41,Private,Some-college,Married,White,Male,51,0
67,Self-emp-inc,Some-college,Married,White,Male,40,0
62,Self-emp-not-inc,HS-grad,Married,White,Female,48,0
28,Private,Some-college,Married,White,Male,40,1
26,Private,12th,Never-married,White,Male,40,0
46,Self-emp-not-inc,Prof-school,Married,White,Male,65,1
29,Private,HS-grad,Married,White,Male,40,0
39,Private,Bachelors,Married,Asian-Pac-Islander,Male,40,1
25,Private,Masters,Never-married,White,Female,35,0
20,Private,Some-college,Never-married,White,Female,35,0
21,Private,Some-college,Never-married,White,Male,40,0
25,Private,Bachelors,Never-married,White,Male,50,0
44,Self-emp-inc,Prof-school,Married,White,Male,50,1
37,Private,HS-grad,Never-married,White,Male,38,0
29,Private,HS-grad,Separated,White,Female,40,0
18,Private,Some-college,Never-married,Black,Female,21,0
32,Private,Bachelors,Never-married,White,Female,40,0
58,Private,Assoc,Divorced,White,Female,60,0
50,Private,HS-grad,Married,White,Male,40,1
29,Private,Some-college,Never-married,White,Female,18,0
58,Private,HS-grad,Married,White,Male,60,1
29,State-gov,Some-college,Never-married,White,Female,40,0
36,Private,HS-grad,Married,White,Male,45,1
21,Private,HS-grad,Never-married,White,Male,35,0
49,Private,HS-grad,Divorced,White,Female,40,0
60,Private,Masters,Divorced,White,Female,50,0
30,Private,Some-college,Never-married,White,Female,48,0
64,Local-gov,HS-grad,Divorced,White,Male,20,0
29,Self-emp-inc,Assoc,Never-married,Black,Female,40,0
42,Private,HS-grad,Married,White,Male,50,0
55,Private,HS-grad,Widowed,White,Female,40,0
43,Private,HS-grad,Divorced,White,Male,45,0
28,Private,12th,Never-married,Black,Male,40,0
46,State-gov,Assoc,Married-civ-spouse,White,Male,38,1
34,Private,HS-grad,Never-married,White,Male,40,0
43,Self-emp-not-inc,Masters,Never-married,White,Female,40,0
24,Private,Some-college,Never-married,Black,Female,25,0
21,Private,11th,Married,White,Male,40,0
65,Private,Bachelors,Married,White,Male,40,1
20,Private,Some-college,Never-married,White,Male,40,0
31,State-gov,Masters,Divorced,White,Female,25,0
22,Private,Some-college,Never-married,White,Male,40,0
20,Private,Some-college,Never-married,Other,Female,20,0
44,Private,Some-college,Married,White,Male,60,0
44,Local-gov,Masters,Married,White,Female,40,0
41,Private,Doctorate,Married,White,Male,60,1
21,Private,Some-college,Never-married,White,Female,25,0
24,Private,Some-college,Married,Other,Female,30,0
24,Private,Masters,Never-married,White,Female,45,0
28,Private,HS-grad,Married,White,Female,40,0
39,Private,Bachelors,Never-married,White,Female,35,0
24,Local-gov,HS-grad,Never-married,White,Male,40,0
50,Private,HS-grad,Married,Asian-Pac-Islander,Male,35,1
68,Private,Some-college,Married,White,Male,40,0
31,State-gov,Masters,Married,White,Male,50,0
22,Private,1st-4th,Never-married,White,Male,40,0
25,Private,HS-grad,Married,White,Male,40,0
28,Private,Some-college,Never-married,White,Female,40,0
17,Local-gov,11th,Never-married,White,Female,15,0
24,State-gov,Doctorate,Never-married,White,Female,99,0
20,Private,10th,Separated,White,Female,36,0
45,Federal-gov,Assoc,Married-civ-spouse,White,Male,40,1
57,Private,7th-8th,Married,White,Male,40,0
22,Private,Some-college,Never-married,Asian-Pac-Islander,Male,24,0
41,Private,HS-grad,Divorced,White,Female,40,0
51,Self-emp-inc,Bachelors,Married,White,Male,40,0
46,Local-gov,Bachelors,Separated,White,Male,40,0
52,Private,HS-grad,Divorced,White,Female,38,0
50,Private,Bachelors,Married,White,Male,40,1
26,Self-emp-inc,Bachelors,Never-married,White,Female,50,0
17,Private,10th,Never-married,Black,Female,12,0
64,Private,Some-college,Married,White,Male,40,0
51,Private,HS-grad,Married,White,Male,40,1
28,Self-emp-not-inc,HS-grad,Married,White,Male,35,0
51,Private,Bachelors,Divorced,White,Female,40,0
48,Private,Some-college,Divorced,White,Female,32,0
44,Private,Some-college,Married,White,Female,40,1
47,Private,11th,Married,White,Male,40,0
52,Private,HS-grad,Widowed,White,Female,40,0
58,Private,Some-college,Never-married,White,Female,39,0
19,Private,11th,Never-married,White,Female,40,0
40,Private,Bachelors,Married,White,Male,40,1
23,Private,Some-college,Never-married,White,Male,40,0
31,Private,Bachelors,Married,White,Male,40,0
40,Local-gov,Assoc,Married-civ-spouse,White,Male,40,1
48,Self-emp-inc,Some-college,Married,White,Male,38,1
46,Private,Masters,Divorced,White,Female,50,1
50,Private,HS-grad,Married,White,Male,40,0
18,Private,HS-grad,Never-married,White,Male,37,0
26,Private,Masters,Never-married,White,Female,30,0
36,Private,Bachelors,Never-married,White,Female,20,0
19,Private,Some-college,Never-married,White,Female,15,0
54,Private,Some-college,Never-married,Black,Male,41,0
29,Private,Some-college,Married,White,Female,6,0
37,Private,Masters,Never-married,White,Female,38,1
40,Private,Assoc,Divorced,White,Male,50,1
36,Private,Some-college,Widowed,Black,Female,40,0
18,Private,12th,Never-married,White,Female,30,0
44,State-gov,11th,Separated,Black,Male,40,0
36,Private,HS-grad,Separated,Black,Female,35,0
69,State-gov,Doctorate,Married,White,Male,50,1
17,Private,12th,Never-married,White,Male,7,0
38,Private,Assoc,Married-civ-spouse,White,Male,40,1
27,Private,HS-grad,Never-married,Black,Male,40,0
52,Private,Assoc,Married-civ-spouse,White,Male,40,0
24,Private,Assoc,Never-married,White,Male,35,0
57,Private,Bachelors,Married,White,Female,40,0
19,Private,10th,Never-married,White,Female,40,0
38,Private,HS-grad,Divorced,Amer-Indian-Eskimo,Male,50,0
21,Private,HS-grad,Married,White,Male,40,1
29,Private,Some-college,Never-married,White,Female,40,0
26,Private,HS-grad,Married,White,Male,70,0
28,Private,HS-grad,Separated,White,Male,55,0
26,Private,Some-college,Married,White,Female,40,0
49,Private,Bachelors,Married,White,Male,40,0
28,Private,Bachelors,Married,White,Male,55,0
57,Federal-gov,Some-college,Divorced,White,Male,40,0
60,Private,7th-8th,Married,White,Male,40,0
38,Private,HS-grad,Married,White,Male,42,0
60,Private,Some-college,Divorced,White,Female,40,0
44,Federal-gov,HS-grad,Never-married,Black,Female,40,0
19,Self-emp-not-inc,Some-college,Never-married,White,Female,25,0
59,Private,Masters,Married,Asian-Pac-Islander,Female,35,0
50,Private,HS-grad,Married,White,Male,40,0
35,Federal-gov,Bachelors,Married,White,Male,40,1
46,Federal-gov,Some-college,Divorced,White,Male,40,0
18,Private,Some-college,Never-married,Black,Male,35,0
32,Private,5th-6th,Married,Amer-Indian-Eskimo,Male,40,0
32,Private,Assoc,Divorced,White,Female,40,0
39,Private,HS-grad,Married,White,Male,40,1
25,Private,HS-grad,Never-married,White,Female,40,0
38,Self-emp-inc,Some-college,Married,White,Male,80,1
36,Private,Assoc,Divorced,White,Female,37,0
56,Private,Some-college,Married,White,Male,40,1
35,Federal-gov,Bachelors,Widowed,White,Male,40,1
56,Private,HS-grad,Divorced,White,Male,41,0
17,Private,10th,Never-married,White,Male,14,0
56,Private,HS-grad,Divorced,White,Female,40,0
61,State-gov,12th,Married,White,Male,40,0
25,Private,Some-college,Married,White,Male,43,0
27,Private,HS-grad,Never-married,Black,Female,40,0
50,Self-emp-not-inc,HS-grad,Married,White,Male,30,0
33,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Male,62,0
38,Private,Some-college,Never-married,White,Male,60,0
51,Private,11th,Married,White,Male,40,0
27,Private,Assoc,Never-married,White,Male,42,0
49,Local-gov,Masters,Widowed,White,Female,16,0
26,Private,HS-grad,Separated,Black,Female,40,0
42,Private,Masters,Married,White,Male,60,1
38,Private,Some-college,Never-married,White,Female,40,0
48,Private,HS-grad,Married,White,Male,40,1
30,Private,HS-grad,Never-married,White,Male,40,0
25,State-gov,Bachelors,Never-married,White,Female,50,0
50,Private,Bachelors,Married,White,Male,40,1
54,Self-emp-inc,HS-grad,Married,White,Male,36,1
37,Private,11th,Divorced,White,Male,40,0
17,Private,10th,Never-married,Black,Female,24,0
57,Private,HS-grad,Divorced,White,Male,38,0
33,Private,10th,Never-married,Black,Male,20,0
41,Self-emp-not-inc,Masters,Married,White,Male,65,0
45,Private,Bachelors,Widowed,Asian-Pac-Islander,Female,40,0
50,Private,HS-grad,Married,White,Male,48,0
18,Private,HS-grad,Never-married,White,Male,25,0
19,Private,Some-college,Never-married,White,Female,20,0
26,Private,Some-college,Married,Asian-Pac-Islander,Female,40,0
41,Private,Some-college,Married,White,Male,40,1
29,Private,HS-grad,Never-married,White,Male,50,0
27,Private,Some-college,Never-married,Black,Male,40,0
35,Private,HS-grad,Divorced,White,Female,38,0
37,Private,Bachelors,Never-married,White,Male,90,1
22,Private,11th,Never-married,White,Male,40,0
25,Private,10th,Never-married,White,Female,24,0
26,Private,HS-grad,Married,White,Male,50,0
27,Local-gov,HS-grad,Divorced,White,Male,40,0
51,Private,HS-grad,Married,White,Male,40,0
45,Private,HS-grad,Married,Asian-Pac-Islander,Male,40,1
60,Private,HS-grad,Married,White,Male,40,0
35,Private,Some-college,Married,White,Male,55,1
24,Private,HS-grad,Never-married,White,Male,40,0
40,Local-gov,HS-grad,Divorced,White,Female,40,0
52,Self-emp-inc,Some-college,Married,White,Female,40,1
38,Private,HS-grad,Separated,White,Female,35,0
18,Private,11th,Never-married,White,Female,49,0
24,Private,Assoc,Never-married,White,Male,40,0
52,Private,Some-college,Married,White,Male,60,0
21,Private,HS-grad,Never-married,White,Male,44,0
64,Self-emp-not-inc,Some-college,Widowed,White,Female,8,0
25,Private,Some-college,Never-married,Black,Male,40,0
34,Federal-gov,Masters,Married,White,Male,50,1
39,Self-emp-not-inc,HS-grad,Married,White,Male,50,0
26,Private,HS-grad,Never-married,White,Male,52,0
19,Private,10th,Never-married,White,Male,25,0
35,Private,HS-grad,Married,White,Male,50,1
26,Private,Masters,Never-married,White,Female,40,0
38,Private,HS-grad,Separated,White,Male,35,0
45,Private,Some-college,Married,White,Male,65,0
18,Private,11th,Never-married,White,Female,28,0
51,Private,Some-college,Divorced,White,Female,63,0
36,Private,HS-grad,Separated,Black,Female,28,0
37,Private,Bachelors,Married,White,Male,60,1
39,Federal-gov,HS-grad,Married,White,Female,40,1
21,Private,Some-college,Never-married,White,Male,40,0
33,Private,HS-grad,Separated,White,Female,35,0
23,Private,Bachelors,Never-married,Black,Female,40,0
52,Self-emp-not-inc,HS-grad,Divorced,Black,Male,40,0
28,Private,HS-grad,Never-married,White,Female,40,0
23,State-gov,Some-college,Never-married,White,Male,40,0
48,Self-emp-inc,Some-college,Married,White,Male,40,1
17,Private,11th,Never-married,White,Female,20,0
22,Self-emp-not-inc,Some-college,Never-married,White,Female,3,0
40,Private,HS-grad,Married,White,Male,40,0
90,Private,10th,Married,White,Male,40,0
28,Private,HS-grad,Divorced,White,Female,40,0
44,Private,HS-grad,Married,White,Male,40,0
43,Private,HS-grad,Married,Black,Male,40,1
49,Federal-gov,Bachelors,Married,White,Male,40,1
27,Private,Bachelors,Never-married,White,Male,50,0
60,Self-emp-not-inc,HS-grad,Divorced,White,Female,40,0
33,Private,HS-grad,Married,Other,Female,40,0
53,Self-emp-not-inc,10th,Married,White,Male,50,1
19,Private,Some-college,Never-married,White,Male,40,0
28,Self-emp-not-inc,HS-grad,Divorced,White,Male,40,0
22,Private,Assoc,Never-married,White,Male,20,0
48,Self-emp-not-inc,HS-grad,Married,White,Male,60,0
19,Private,Some-college,Never-married,White,Female,25,0
58,Private,Some-college,Married,Black,Male,40,0
19,Self-emp-not-inc,Some-college,Never-married,White,Female,25,0
22,Private,Some-college,Never-married,White,Male,40,0
52,Self-emp-not-inc,Prof-school,Married,White,Male,50,1
31,Private,Bachelors,Married,White,Male,50,0
62,Private,HS-grad,Widowed,White,Male,40,0
26,Private,Bachelors,Never-married,White,Male,50,0
64,State-gov,HS-grad,Widowed,White,Female,24,0
38,Private,Some-college,Married,White,Male,40,0
28,Self-emp-not-inc,HS-grad,Divorced,White,Female,40,0
19,Private,HS-grad,Never-married,White,Female,52,0
39,Private,HS-grad,Never-married,White,Female,10,0
50,Private,10th,Married,White,Male,40,1
39,Self-emp-inc,Masters,Married,White,Female,40,1
36,Private,Bachelors,Never-married,White,Male,40,0
39,Private,Assoc,Married-civ-spouse,White,Male,49,0
51,Self-emp-inc,Assoc,Never-married,White,Female,25,0
28,Private,HS-grad,Never-married,White,Female,32,0
57,Self-emp-not-inc,Prof-school,Married,White,Male,30,1
40,Local-gov,Prof-school,Separated,Black,Female,40,0
27,Private,Some-college,Divorced,White,Female,40,0
49,State-gov,HS-grad,Divorced,White,Female,44,0
34,Self-emp-not-inc,10th,Never-married,White,Female,40,0
24,Private,HS-grad,Never-married,White,Male,40,0
54,Private,7th-8th,Divorced,White,Male,40,0
52,Private,12th,Married,White,Male,45,0
43,Private,11th,Married,White,Female,25,0
35,Private,Some-college,Married,White,Male,46,0
56,Private,HS-grad,Divorced,White,Male,30,0
30,Private,HS-grad,Never-married,White,Male,40,0
54,Private,HS-grad,Widowed,White,Female,40,0
35,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,50,0
32,Private,Some-college,Never-married,Black,Female,40,0
44,Self-emp-inc,Bachelors,Married,White,Male,60,1
32,Private,HS-grad,Married,White,Female,10,0
60,Private,12th,Married,White,Male,40,0
40,Private,Some-college,Divorced,White,Male,45,0
50,Private,7th-8th,Married,Black,Male,40,0
58,Private,9th,Married,White,Male,50,1
41,Private,HS-grad,Married,White,Male,45,1
28,Private,HS-grad,Married,White,Male,40,1
53,Private,HS-grad,Never-married,White,Male,35,0
